site_code	in_cosd	in_hes	source
RM205	FALSE	TRUE	HES only
RM206	FALSE	TRUE	HES only
RM207	FALSE	TRUE	HES only
RM208	FALSE	TRUE	HES only
RM209	FALSE	TRUE	HES only
RM210	TRUE	TRUE	both
RM211	FALSE	TRUE	HES only
RM212	FALSE	TRUE	HES only
RM215	TRUE	FALSE	COSD only
RM501	TRUE	TRUE	both
RM502	TRUE	TRUE	both
RM503	FALSE	TRUE	HES only
RM504	TRUE	TRUE	both
RM505	FALSE	TRUE	HES only
RM506	FALSE	TRUE	HES only
RM507	FALSE	TRUE	HES only
RM508	FALSE	TRUE	HES only
RM509	FALSE	TRUE	HES only
RM510	FALSE	TRUE	HES only
RM511	FALSE	TRUE	HES only
RM512	FALSE	TRUE	HES only
RM513	TRUE	FALSE	COSD only
RM515	TRUE	FALSE	COSD only
RM516	TRUE	FALSE	COSD only
RM801	TRUE	TRUE	both
RM802	FALSE	TRUE	HES only
RM803	FALSE	TRUE	HES only
RM804	TRUE	TRUE	both
RM805	FALSE	TRUE	HES only
RM806	FALSE	TRUE	HES only
RM807	FALSE	TRUE	HES only
RM808	FALSE	TRUE	HES only
RM809	FALSE	TRUE	HES only
RM810	TRUE	TRUE	both
RM811	FALSE	TRUE	HES only
RM812	TRUE	TRUE	both
RM813	TRUE	FALSE	COSD only
RM816	TRUE	FALSE	COSD only
RM820	TRUE	FALSE	COSD only
RM901	FALSE	TRUE	HES only
RM902	FALSE	TRUE	HES only
RM903	FALSE	TRUE	HES only
RM904	TRUE	TRUE	both
RM905	TRUE	TRUE	both
RM906	FALSE	TRUE	HES only
RM907	FALSE	TRUE	HES only
RM908	FALSE	TRUE	HES only
RM909	FALSE	TRUE	HES only
RM910	FALSE	TRUE	HES only
RM911	FALSE	TRUE	HES only
RM912	FALSE	TRUE	HES only
RM914	TRUE	FALSE	COSD only
RM917	TRUE	FALSE	COSD only
RM918	TRUE	FALSE	COSD only
RM920	TRUE	FALSE	COSD only
RN101	FALSE	TRUE	HES only
RN102	TRUE	TRUE	both
RN103	FALSE	TRUE	HES only
RN104	FALSE	TRUE	HES only
RN105	FALSE	TRUE	HES only
RN106	FALSE	TRUE	HES only
RN107	FALSE	TRUE	HES only
RN108	FALSE	TRUE	HES only
RN109	FALSE	TRUE	HES only
RN110	FALSE	TRUE	HES only
RN111	FALSE	TRUE	HES only
RN112	FALSE	TRUE	HES only
RN118	TRUE	FALSE	COSD only
RN201	FALSE	TRUE	HES only
RN202	FALSE	TRUE	HES only
RN203	FALSE	TRUE	HES only
RN204	FALSE	TRUE	HES only
RN205	TRUE	TRUE	both
RN206	TRUE	TRUE	both
RN207	TRUE	TRUE	both
RN208	FALSE	TRUE	HES only
RN209	FALSE	TRUE	HES only
RN210	TRUE	TRUE	both
RN211	FALSE	TRUE	HES only
RN212	TRUE	TRUE	both
RN216	TRUE	FALSE	COSD only
RN218	TRUE	FALSE	COSD only
RN301	FALSE	TRUE	HES only
RN302	FALSE	TRUE	HES only
RN303	FALSE	TRUE	HES only
RN304	TRUE	TRUE	both
RN305	FALSE	TRUE	HES only
RN306	FALSE	TRUE	HES only
RN307	FALSE	TRUE	HES only
RN308	FALSE	TRUE	HES only
RN309	FALSE	TRUE	HES only
RN310	TRUE	TRUE	both
RN311	FALSE	TRUE	HES only
RN312	FALSE	TRUE	HES only
RN314	TRUE	FALSE	COSD only
RN315	TRUE	FALSE	COSD only
RN501	FALSE	TRUE	HES only
RN502	FALSE	TRUE	HES only
RN503	TRUE	TRUE	both
RN504	FALSE	TRUE	HES only
RN505	FALSE	TRUE	HES only
RN506	FALSE	TRUE	HES only
RN507	FALSE	TRUE	HES only
RN508	FALSE	TRUE	HES only
RN509	TRUE	TRUE	both
RN510	FALSE	TRUE	HES only
RN511	TRUE	TRUE	both
RN512	FALSE	TRUE	HES only
RN517	TRUE	FALSE	COSD only
RN701	FALSE	TRUE	HES only
RN702	FALSE	TRUE	HES only
RN703	TRUE	TRUE	both
RN704	FALSE	TRUE	HES only
RN705	TRUE	TRUE	both
RN706	FALSE	TRUE	HES only
RN707	FALSE	TRUE	HES only
RN708	FALSE	TRUE	HES only
RN709	FALSE	TRUE	HES only
RN710	FALSE	TRUE	HES only
RN711	FALSE	TRUE	HES only
RN712	FALSE	TRUE	HES only
RO001	FALSE	TRUE	HES only
RO002	FALSE	TRUE	HES only
RO003	TRUE	TRUE	both
RO004	FALSE	TRUE	HES only
RO005	FALSE	TRUE	HES only
RO006	FALSE	TRUE	HES only
RO007	FALSE	TRUE	HES only
RO008	FALSE	TRUE	HES only
RO009	FALSE	TRUE	HES only
RO010	FALSE	TRUE	HES only
RO011	TRUE	TRUE	both
RO012	FALSE	TRUE	HES only
RO013	TRUE	FALSE	COSD only
RO015	TRUE	FALSE	COSD only
RO301	TRUE	TRUE	both
RO302	FALSE	TRUE	HES only
RO303	FALSE	TRUE	HES only
RO304	FALSE	TRUE	HES only
RO305	FALSE	TRUE	HES only
RO306	TRUE	TRUE	both
RO307	FALSE	TRUE	HES only
RO308	FALSE	TRUE	HES only
RO309	TRUE	TRUE	both
RO310	FALSE	TRUE	HES only
RO311	FALSE	TRUE	HES only
RO312	FALSE	TRUE	HES only
RO320	TRUE	FALSE	COSD only
RO601	TRUE	TRUE	both
RO602	TRUE	TRUE	both
RO603	TRUE	TRUE	both
RO604	FALSE	TRUE	HES only
RO605	FALSE	TRUE	HES only
RO606	FALSE	TRUE	HES only
RO607	TRUE	TRUE	both
RO608	FALSE	TRUE	HES only
RO609	FALSE	TRUE	HES only
RO610	FALSE	TRUE	HES only
RO611	FALSE	TRUE	HES only
RO612	FALSE	TRUE	HES only
RO614	TRUE	FALSE	COSD only
RO616	TRUE	FALSE	COSD only
RO618	TRUE	FALSE	COSD only
RO619	TRUE	FALSE	COSD only
RO801	FALSE	TRUE	HES only
RO802	FALSE	TRUE	HES only
RO803	FALSE	TRUE	HES only
RO804	TRUE	TRUE	both
RO805	FALSE	TRUE	HES only
RO806	TRUE	TRUE	both
RO807	FALSE	TRUE	HES only
RO808	TRUE	TRUE	both
RO809	TRUE	TRUE	both
RO810	FALSE	TRUE	HES only
RO811	FALSE	TRUE	HES only
RO812	FALSE	TRUE	HES only
RO813	TRUE	FALSE	COSD only
RO814	TRUE	FALSE	COSD only
RO819	TRUE	FALSE	COSD only
RO820	TRUE	FALSE	COSD only
RP001	FALSE	TRUE	HES only
RP002	TRUE	TRUE	both
RP003	FALSE	TRUE	HES only
RP004	FALSE	TRUE	HES only
RP005	FALSE	TRUE	HES only
RP006	FALSE	TRUE	HES only
RP007	FALSE	TRUE	HES only
RP008	FALSE	TRUE	HES only
RP009	FALSE	TRUE	HES only
RP010	TRUE	TRUE	both
RP011	TRUE	TRUE	both
RP012	FALSE	TRUE	HES only
RP013	TRUE	FALSE	COSD only
RP014	TRUE	FALSE	COSD only
RP016	TRUE	FALSE	COSD only
RP018	TRUE	FALSE	COSD only
RP301	FALSE	TRUE	HES only
RP302	FALSE	TRUE	HES only
RP303	FALSE	TRUE	HES only
RP304	TRUE	TRUE	both
RP305	TRUE	TRUE	both
RP306	TRUE	TRUE	both
RP307	TRUE	TRUE	both
RP308	FALSE	TRUE	HES only
RP309	FALSE	TRUE	HES only
RP310	TRUE	TRUE	both
RP311	FALSE	TRUE	HES only
RP312	FALSE	TRUE	HES only
RP315	TRUE	FALSE	COSD only
RP316	TRUE	FALSE	COSD only
RP401	FALSE	TRUE	HES only
RP402	FALSE	TRUE	HES only
RP403	FALSE	TRUE	HES only
RP404	FALSE	TRUE	HES only
RP405	FALSE	TRUE	HES only
RP406	FALSE	TRUE	HES only
RP407	FALSE	TRUE	HES only
RP408	FALSE	TRUE	HES only
RP409	FALSE	TRUE	HES only
RP410	TRUE	TRUE	both
RP411	FALSE	TRUE	HES only
RP412	FALSE	TRUE	HES only
RP417	TRUE	FALSE	COSD only
RP501	FALSE	TRUE	HES only
RP502	TRUE	TRUE	both
RP503	TRUE	TRUE	both
RP504	TRUE	TRUE	both
RP505	FALSE	TRUE	HES only
RP506	FALSE	TRUE	HES only
RP507	FALSE	TRUE	HES only
RP508	FALSE	TRUE	HES only
RP509	TRUE	TRUE	both
RP510	TRUE	TRUE	both
RP511	TRUE	TRUE	both
RP512	TRUE	TRUE	both
RP513	TRUE	FALSE	COSD only
RQ001	FALSE	TRUE	HES only
RQ002	FALSE	TRUE	HES only
RQ003	FALSE	TRUE	HES only
RQ004	FALSE	TRUE	HES only
RQ005	TRUE	TRUE	both
RQ006	FALSE	TRUE	HES only
RQ007	TRUE	TRUE	both
RQ008	TRUE	TRUE	both
RQ009	FALSE	TRUE	HES only
RQ010	FALSE	TRUE	HES only
RQ011	FALSE	TRUE	HES only
RQ012	FALSE	TRUE	HES only
RQ015	TRUE	FALSE	COSD only
RQ019	TRUE	FALSE	COSD only
RQ020	TRUE	FALSE	COSD only
RQ301	FALSE	TRUE	HES only
RQ302	TRUE	TRUE	both
RQ303	TRUE	TRUE	both
RQ304	TRUE	TRUE	both
RQ305	TRUE	TRUE	both
RQ306	TRUE	TRUE	both
RQ307	FALSE	TRUE	HES only
RQ308	TRUE	TRUE	both
RQ309	TRUE	TRUE	both
RQ310	FALSE	TRUE	HES only
RQ311	FALSE	TRUE	HES only
RQ312	FALSE	TRUE	HES only
RQ318	TRUE	FALSE	COSD only
RQ501	TRUE	TRUE	both
RQ502	FALSE	TRUE	HES only
RQ503	TRUE	TRUE	both
RQ504	TRUE	TRUE	both
RQ505	TRUE	TRUE	both
RQ506	FALSE	TRUE	HES only
RQ507	FALSE	TRUE	HES only
RQ508	TRUE	TRUE	both
RQ509	FALSE	TRUE	HES only
RQ510	TRUE	TRUE	both
RQ511	FALSE	TRUE	HES only
RQ512	FALSE	TRUE	HES only
RQ516	TRUE	FALSE	COSD only
RQ701	TRUE	TRUE	both
RQ702	TRUE	TRUE	both
RQ703	FALSE	TRUE	HES only
RQ704	FALSE	TRUE	HES only
RQ705	FALSE	TRUE	HES only
RQ706	TRUE	TRUE	both
RQ707	FALSE	TRUE	HES only
RQ708	FALSE	TRUE	HES only
RQ709	FALSE	TRUE	HES only
RQ710	FALSE	TRUE	HES only
RQ711	FALSE	TRUE	HES only
RQ712	FALSE	TRUE	HES only
RQ714	TRUE	FALSE	COSD only
RQ718	TRUE	FALSE	COSD only
RQ719	TRUE	FALSE	COSD only
RQ901	FALSE	TRUE	HES only
RQ902	TRUE	TRUE	both
RQ903	FALSE	TRUE	HES only
RQ904	FALSE	TRUE	HES only
RQ905	FALSE	TRUE	HES only
RQ906	FALSE	TRUE	HES only
RQ907	TRUE	TRUE	both
RQ908	FALSE	TRUE	HES only
RQ909	FALSE	TRUE	HES only
RQ910	TRUE	TRUE	both
RQ911	FALSE	TRUE	HES only
RQ912	FALSE	TRUE	HES only
RQ918	TRUE	FALSE	COSD only
RR001	FALSE	TRUE	HES only
RR002	TRUE	TRUE	both
RR003	FALSE	TRUE	HES only
RR004	FALSE	TRUE	HES only
RR005	FALSE	TRUE	HES only
RR006	FALSE	TRUE	HES only
RR007	FALSE	TRUE	HES only
RR008	FALSE	TRUE	HES only
RR009	FALSE	TRUE	HES only
RR010	FALSE	TRUE	HES only
RR011	FALSE	TRUE	HES only
RR012	FALSE	TRUE	HES only
RR013	TRUE	FALSE	COSD only
RR017	TRUE	FALSE	COSD only
RR101	TRUE	TRUE	both
RR102	FALSE	TRUE	HES only
RR103	TRUE	TRUE	both
RR104	FALSE	TRUE	HES only
RR105	FALSE	TRUE	HES only
RR106	FALSE	TRUE	HES only
RR107	FALSE	TRUE	HES only
RR108	FALSE	TRUE	HES only
RR109	TRUE	TRUE	both
RR110	FALSE	TRUE	HES only
RR111	FALSE	TRUE	HES only
RR112	FALSE	TRUE	HES only
RR115	TRUE	FALSE	COSD only
RR119	TRUE	FALSE	COSD only
RR501	TRUE	TRUE	both
RR502	TRUE	TRUE	both
RR503	FALSE	TRUE	HES only
RR504	FALSE	TRUE	HES only
RR505	FALSE	TRUE	HES only
RR506	FALSE	TRUE	HES only
RR507	TRUE	TRUE	both
RR508	FALSE	TRUE	HES only
RR509	FALSE	TRUE	HES only
RR510	FALSE	TRUE	HES only
RR511	FALSE	TRUE	HES only
RR512	FALSE	TRUE	HES only
RR513	TRUE	FALSE	COSD only
RR517	TRUE	FALSE	COSD only
RR801	FALSE	TRUE	HES only
RR802	FALSE	TRUE	HES only
RR803	FALSE	TRUE	HES only
RR804	FALSE	TRUE	HES only
RR805	FALSE	TRUE	HES only
RR806	TRUE	TRUE	both
RR807	TRUE	TRUE	both
RR808	FALSE	TRUE	HES only
RR809	FALSE	TRUE	HES only
RR810	TRUE	TRUE	both
RR811	FALSE	TRUE	HES only
RR812	FALSE	TRUE	HES only
RR813	TRUE	FALSE	COSD only
RS001	TRUE	TRUE	both
RS002	TRUE	TRUE	both
RS003	FALSE	TRUE	HES only
RS004	FALSE	TRUE	HES only
RS005	FALSE	TRUE	HES only
RS006	FALSE	TRUE	HES only
RS007	TRUE	TRUE	both
RS008	TRUE	TRUE	both
RS009	FALSE	TRUE	HES only
RS010	TRUE	TRUE	both
RS011	TRUE	TRUE	both
RS012	FALSE	TRUE	HES only
RS014	TRUE	FALSE	COSD only
RS020	TRUE	FALSE	COSD only
RS101	FALSE	TRUE	HES only
RS102	FALSE	TRUE	HES only
RS103	FALSE	TRUE	HES only
RS104	FALSE	TRUE	HES only
RS105	FALSE	TRUE	HES only
RS106	TRUE	TRUE	both
RS107	TRUE	TRUE	both
RS108	FALSE	TRUE	HES only
RS109	FALSE	TRUE	HES only
RS110	TRUE	TRUE	both
RS111	FALSE	TRUE	HES only
RS112	FALSE	TRUE	HES only
RS115	TRUE	FALSE	COSD only
RS116	TRUE	FALSE	COSD only
RS118	TRUE	FALSE	COSD only
RS119	TRUE	FALSE	COSD only
RS120	TRUE	FALSE	COSD only
RS201	FALSE	TRUE	HES only
RS202	TRUE	TRUE	both
RS203	FALSE	TRUE	HES only
RS204	FALSE	TRUE	HES only
RS205	FALSE	TRUE	HES only
RS206	FALSE	TRUE	HES only
RS207	FALSE	TRUE	HES only
RS208	FALSE	TRUE	HES only
RS209	TRUE	TRUE	both
RS210	FALSE	TRUE	HES only
RS211	FALSE	TRUE	HES only
RS212	FALSE	TRUE	HES only
RS214	TRUE	FALSE	COSD only
RS215	TRUE	FALSE	COSD only
RS401	FALSE	TRUE	HES only
RS402	FALSE	TRUE	HES only
RS403	FALSE	TRUE	HES only
RS404	FALSE	TRUE	HES only
RS405	FALSE	TRUE	HES only
RS406	FALSE	TRUE	HES only
RS407	TRUE	TRUE	both
RS408	TRUE	TRUE	both
RS409	FALSE	TRUE	HES only
RS410	FALSE	TRUE	HES only
RS411	FALSE	TRUE	HES only
RS412	FALSE	TRUE	HES only
RS413	TRUE	FALSE	COSD only
RS414	TRUE	FALSE	COSD only
RS417	TRUE	FALSE	COSD only
RS419	TRUE	FALSE	COSD only
RS501	FALSE	TRUE	HES only
RS502	FALSE	TRUE	HES only
RS503	FALSE	TRUE	HES only
RS504	FALSE	TRUE	HES only
RS505	FALSE	TRUE	HES only
RS506	FALSE	TRUE	HES only
RS507	TRUE	TRUE	both
RS508	TRUE	TRUE	both
RS509	FALSE	TRUE	HES only
RS510	FALSE	TRUE	HES only
RS511	FALSE	TRUE	HES only
RS512	FALSE	TRUE	HES only
RS701	FALSE	TRUE	HES only
RS702	TRUE	TRUE	both
RS703	FALSE	TRUE	HES only
RS704	FALSE	TRUE	HES only
RS705	FALSE	TRUE	HES only
RS706	FALSE	TRUE	HES only
RS707	FALSE	TRUE	HES only
RS708	FALSE	TRUE	HES only
RS709	FALSE	TRUE	HES only
RS710	FALSE	TRUE	HES only
RS711	FALSE	TRUE	HES only
RS712	FALSE	TRUE	HES only
RS714	TRUE	FALSE	COSD only
RS716	TRUE	FALSE	COSD only
RS801	TRUE	TRUE	both
RS802	TRUE	TRUE	both
RS803	FALSE	TRUE	HES only
RS804	FALSE	TRUE	HES only
RS805	FALSE	TRUE	HES only
RS806	FALSE	TRUE	HES only
RS807	FALSE	TRUE	HES only
RS808	TRUE	TRUE	both
RS809	FALSE	TRUE	HES only
RS810	FALSE	TRUE	HES only
RS811	TRUE	TRUE	both
RS812	FALSE	TRUE	HES only
RS818	TRUE	FALSE	COSD only
RS901	FALSE	TRUE	HES only
RS902	TRUE	TRUE	both
RS903	TRUE	TRUE	both
RS904	TRUE	TRUE	both
RS905	FALSE	TRUE	HES only
RS906	FALSE	TRUE	HES only
RS907	FALSE	TRUE	HES only
RS908	FALSE	TRUE	HES only
RS909	FALSE	TRUE	HES only
RS910	FALSE	TRUE	HES only
RS911	FALSE	TRUE	HES only
RS912	FALSE	TRUE	HES only
RS913	TRUE	FALSE	COSD only
RS916	TRUE	FALSE	COSD only
RS917	TRUE	FALSE	COSD only
RT301	TRUE	TRUE	both
RT302	FALSE	TRUE	HES only
RT303	FALSE	TRUE	HES only
RT304	FALSE	TRUE	HES only
RT305	FALSE	TRUE	HES only
RT306	FALSE	TRUE	HES only
RT307	TRUE	TRUE	both
RT308	TRUE	TRUE	both
RT309	FALSE	TRUE	HES only
RT310	FALSE	TRUE	HES only
RT311	TRUE	TRUE	both
RT312	TRUE	TRUE	both
RT313	TRUE	FALSE	COSD only
RT314	TRUE	FALSE	COSD only
RT317	TRUE	FALSE	COSD only
RT401	FALSE	TRUE	HES only
RT402	FALSE	TRUE	HES only
RT403	FALSE	TRUE	HES only
RT404	FALSE	TRUE	HES only
RT405	FALSE	TRUE	HES only
RT406	FALSE	TRUE	HES only
RT407	FALSE	TRUE	HES only
RT408	TRUE	TRUE	both
RT409	FALSE	TRUE	HES only
RT410	TRUE	TRUE	both
RT411	FALSE	TRUE	HES only
RT412	FALSE	TRUE	HES only
RT417	TRUE	FALSE	COSD only
RT501	FALSE	TRUE	HES only
RT502	FALSE	TRUE	HES only
RT503	FALSE	TRUE	HES only
RT504	FALSE	TRUE	HES only
RT505	FALSE	TRUE	HES only
RT506	FALSE	TRUE	HES only
RT507	FALSE	TRUE	HES only
RT508	FALSE	TRUE	HES only
RT509	TRUE	TRUE	both
RT510	FALSE	TRUE	HES only
RT511	FALSE	TRUE	HES only
RT512	FALSE	TRUE	HES only
RT514	TRUE	FALSE	COSD only
RT601	FALSE	TRUE	HES only
RT602	TRUE	TRUE	both
RT603	TRUE	TRUE	both
RT604	TRUE	TRUE	both
RT605	FALSE	TRUE	HES only
RT606	FALSE	TRUE	HES only
RT607	FALSE	TRUE	HES only
RT608	FALSE	TRUE	HES only
RT609	FALSE	TRUE	HES only
RT610	FALSE	TRUE	HES only
RT611	TRUE	TRUE	both
RT612	FALSE	TRUE	HES only
RT617	TRUE	FALSE	COSD only
RT619	TRUE	FALSE	COSD only
RT701	TRUE	TRUE	both
RT702	FALSE	TRUE	HES only
RT703	FALSE	TRUE	HES only
RT704	TRUE	TRUE	both
RT705	FALSE	TRUE	HES only
RT706	FALSE	TRUE	HES only
RT707	TRUE	TRUE	both
RT708	FALSE	TRUE	HES only
RT709	FALSE	TRUE	HES only
RT710	FALSE	TRUE	HES only
RT711	TRUE	TRUE	both
RT712	FALSE	TRUE	HES only
RT714	TRUE	FALSE	COSD only
RT715	TRUE	FALSE	COSD only
RT716	TRUE	FALSE	COSD only
RT801	FALSE	TRUE	HES only
RT802	FALSE	TRUE	HES only
RT803	FALSE	TRUE	HES only
RT804	FALSE	TRUE	HES only
RT805	FALSE	TRUE	HES only
RT806	TRUE	TRUE	both
RT807	FALSE	TRUE	HES only
RT808	FALSE	TRUE	HES only
RT809	FALSE	TRUE	HES only
RT810	TRUE	TRUE	both
RT811	TRUE	TRUE	both
RT812	FALSE	TRUE	HES only
RU101	FALSE	TRUE	HES only
RU102	TRUE	TRUE	both
RU103	FALSE	TRUE	HES only
RU104	FALSE	TRUE	HES only
RU105	FALSE	TRUE	HES only
RU106	FALSE	TRUE	HES only
RU107	TRUE	TRUE	both
RU108	TRUE	TRUE	both
RU109	FALSE	TRUE	HES only
RU110	TRUE	TRUE	both
RU111	FALSE	TRUE	HES only
RU112	TRUE	TRUE	both
RU115	TRUE	FALSE	COSD only
RU201	FALSE	TRUE	HES only
RU202	FALSE	TRUE	HES only
RU203	FALSE	TRUE	HES only
RU204	FALSE	TRUE	HES only
RU205	TRUE	TRUE	both
RU206	TRUE	TRUE	both
RU207	FALSE	TRUE	HES only
RU208	FALSE	TRUE	HES only
RU209	FALSE	TRUE	HES only
RU210	TRUE	TRUE	both
RU211	FALSE	TRUE	HES only
RU212	FALSE	TRUE	HES only
RU214	TRUE	FALSE	COSD only
RU301	FALSE	TRUE	HES only
RU302	FALSE	TRUE	HES only
RU303	FALSE	TRUE	HES only
RU304	FALSE	TRUE	HES only
RU305	FALSE	TRUE	HES only
RU306	TRUE	TRUE	both
RU307	TRUE	TRUE	both
RU308	FALSE	TRUE	HES only
RU309	FALSE	TRUE	HES only
RU310	FALSE	TRUE	HES only
RU311	TRUE	TRUE	both
RU312	TRUE	TRUE	both
RU313	TRUE	FALSE	COSD only
RU316	TRUE	FALSE	COSD only
RU318	TRUE	FALSE	COSD only
RU319	TRUE	FALSE	COSD only
RU401	TRUE	TRUE	both
RU402	FALSE	TRUE	HES only
RU403	FALSE	TRUE	HES only
RU404	FALSE	TRUE	HES only
RU405	FALSE	TRUE	HES only
RU406	FALSE	TRUE	HES only
RU407	FALSE	TRUE	HES only
RU408	FALSE	TRUE	HES only
RU409	TRUE	TRUE	both
RU410	TRUE	TRUE	both
RU411	FALSE	TRUE	HES only
RU412	TRUE	TRUE	both
RU415	TRUE	FALSE	COSD only
RU416	TRUE	FALSE	COSD only
RU418	TRUE	FALSE	COSD only
RU419	TRUE	FALSE	COSD only
RU501	FALSE	TRUE	HES only
RU502	FALSE	TRUE	HES only
RU503	FALSE	TRUE	HES only
RU504	TRUE	TRUE	both
RU505	TRUE	TRUE	both
RU506	FALSE	TRUE	HES only
RU507	FALSE	TRUE	HES only
RU508	FALSE	TRUE	HES only
RU509	FALSE	TRUE	HES only
RU510	TRUE	TRUE	both
RU511	FALSE	TRUE	HES only
RU512	TRUE	TRUE	both
RU517	TRUE	FALSE	COSD only
RU518	TRUE	FALSE	COSD only
RU519	TRUE	FALSE	COSD only
RV101	FALSE	TRUE	HES only
RV102	FALSE	TRUE	HES only
RV103	FALSE	TRUE	HES only
RV104	FALSE	TRUE	HES only
RV105	FALSE	TRUE	HES only
RV106	FALSE	TRUE	HES only
RV107	FALSE	TRUE	HES only
RV108	FALSE	TRUE	HES only
RV109	FALSE	TRUE	HES only
RV110	TRUE	TRUE	both
RV111	FALSE	TRUE	HES only
RV112	FALSE	TRUE	HES only
RV117	TRUE	FALSE	COSD only
RV301	TRUE	TRUE	both
RV302	TRUE	TRUE	both
RV303	FALSE	TRUE	HES only
RV304	TRUE	TRUE	both
RV305	FALSE	TRUE	HES only
RV306	FALSE	TRUE	HES only
RV307	TRUE	TRUE	both
RV308	FALSE	TRUE	HES only
RV309	FALSE	TRUE	HES only
RV310	TRUE	TRUE	both
RV311	TRUE	TRUE	both
RV312	FALSE	TRUE	HES only
RV313	TRUE	FALSE	COSD only
RV315	TRUE	FALSE	COSD only
RV501	TRUE	TRUE	both
RV502	FALSE	TRUE	HES only
RV503	TRUE	TRUE	both
RV504	FALSE	TRUE	HES only
RV505	FALSE	TRUE	HES only
RV506	FALSE	TRUE	HES only
RV507	FALSE	TRUE	HES only
RV508	FALSE	TRUE	HES only
RV509	TRUE	TRUE	both
RV510	FALSE	TRUE	HES only
RV511	TRUE	TRUE	both
RV512	FALSE	TRUE	HES only
RV515	TRUE	FALSE	COSD only
RV601	FALSE	TRUE	HES only
RV602	TRUE	TRUE	both
RV603	FALSE	TRUE	HES only
RV604	TRUE	TRUE	both
RV605	FALSE	TRUE	HES only
RV606	FALSE	TRUE	HES only
RV607	FALSE	TRUE	HES only
RV608	FALSE	TRUE	HES only
RV609	FALSE	TRUE	HES only
RV610	FALSE	TRUE	HES only
RV611	FALSE	TRUE	HES only
RV612	TRUE	TRUE	both
RV614	TRUE	FALSE	COSD only
RV801	FALSE	TRUE	HES only
RV802	FALSE	TRUE	HES only
RV803	FALSE	TRUE	HES only
RV804	TRUE	TRUE	both
RV805	TRUE	TRUE	both
RV806	TRUE	TRUE	both
RV807	FALSE	TRUE	HES only
RV808	FALSE	TRUE	HES only
RV809	FALSE	TRUE	HES only
RV810	FALSE	TRUE	HES only
RV811	FALSE	TRUE	HES only
RV812	FALSE	TRUE	HES only
RV817	TRUE	FALSE	COSD only
RV818	TRUE	FALSE	COSD only
RV820	TRUE	FALSE	COSD only
RW301	FALSE	TRUE	HES only
RW302	FALSE	TRUE	HES only
RW303	FALSE	TRUE	HES only
RW304	FALSE	TRUE	HES only
RW305	TRUE	TRUE	both
RW306	TRUE	TRUE	both
RW307	FALSE	TRUE	HES only
RW308	FALSE	TRUE	HES only
RW309	FALSE	TRUE	HES only
RW310	FALSE	TRUE	HES only
RW311	FALSE	TRUE	HES only
RW312	FALSE	TRUE	HES only
RW313	TRUE	FALSE	COSD only
RW314	TRUE	FALSE	COSD only
RW315	TRUE	FALSE	COSD only
RW317	TRUE	FALSE	COSD only
RW318	TRUE	FALSE	COSD only
RW319	TRUE	FALSE	COSD only
RW901	TRUE	TRUE	both
RW902	FALSE	TRUE	HES only
RW903	FALSE	TRUE	HES only
RW904	FALSE	TRUE	HES only
RW905	FALSE	TRUE	HES only
RW906	FALSE	TRUE	HES only
RW907	FALSE	TRUE	HES only
RW908	TRUE	TRUE	both
RW909	FALSE	TRUE	HES only
RW910	FALSE	TRUE	HES only
RW911	FALSE	TRUE	HES only
RW912	FALSE	TRUE	HES only
RW915	TRUE	FALSE	COSD only
RW920	TRUE	FALSE	COSD only
RX101	FALSE	TRUE	HES only
RX102	FALSE	TRUE	HES only
RX103	TRUE	TRUE	both
RX104	FALSE	TRUE	HES only
RX105	FALSE	TRUE	HES only
RX106	FALSE	TRUE	HES only
RX107	FALSE	TRUE	HES only
RX108	FALSE	TRUE	HES only
RX109	FALSE	TRUE	HES only
RX110	FALSE	TRUE	HES only
RX111	FALSE	TRUE	HES only
RX112	TRUE	TRUE	both
RX114	TRUE	FALSE	COSD only
RX301	TRUE	TRUE	both
RX302	FALSE	TRUE	HES only
RX303	FALSE	TRUE	HES only
RX304	FALSE	TRUE	HES only
RX305	FALSE	TRUE	HES only
RX306	FALSE	TRUE	HES only
RX307	FALSE	TRUE	HES only
RX308	TRUE	TRUE	both
RX309	FALSE	TRUE	HES only
RX310	FALSE	TRUE	HES only
RX311	TRUE	TRUE	both
RX312	TRUE	TRUE	both
RX315	TRUE	FALSE	COSD only
RY001	FALSE	TRUE	HES only
RY002	FALSE	TRUE	HES only
RY003	FALSE	TRUE	HES only
RY004	FALSE	TRUE	HES only
RY005	TRUE	TRUE	both
RY006	TRUE	TRUE	both
RY007	FALSE	TRUE	HES only
RY008	TRUE	TRUE	both
RY009	TRUE	TRUE	both
RY010	FALSE	TRUE	HES only
RY011	FALSE	TRUE	HES only
RY012	TRUE	TRUE	both
RY013	TRUE	FALSE	COSD only
RY019	TRUE	FALSE	COSD only
RY020	TRUE	FALSE	COSD only
RY201	FALSE	TRUE	HES only
RY202	FALSE	TRUE	HES only
RY203	FALSE	TRUE	HES only
RY204	FALSE	TRUE	HES only
RY205	FALSE	TRUE	HES only
RY206	TRUE	TRUE	both
RY207	FALSE	TRUE	HES only
RY208	TRUE	TRUE	both
RY209	FALSE	TRUE	HES only
RY210	TRUE	TRUE	both
RY211	TRUE	TRUE	both
RY212	FALSE	TRUE	HES only
RY213	TRUE	FALSE	COSD only
RY214	TRUE	FALSE	COSD only
RY217	TRUE	FALSE	COSD only
