"site_code","name","parent_trust","trust_is_prefix","parent_from_ods","status","is_hospital_site","record_class","primary_role","predecessor","found"
"REM0C","ACCIDENT AND EMERGENCY","REM",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"REM21","UNIVERSITY HOSPITAL AINTREE","REM",TRUE,TRUE,"Active",TRUE,"RC2","RO198","NJ121",TRUE
"REMRQ","ROYAL LIVERPOOL UNIVERSITY HOSPITAL","REM",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQ617",TRUE
"REN20","CLATTERBRIDGE CANCER CENTRE -WIRRAL","REN",TRUE,TRUE,"Active",TRUE,"RC2","RO198","NK220",TRUE
"REN22","CLATTERBRIDGE CANCER CENTRE - LIVERPOOL","REN",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"REP01","LIVERPOOL WOMENS HOSPITAL","REP",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RET20","THE WALTON CENTRE NHS FOUNDATION TRUST","RET",TRUE,TRUE,"Active",TRUE,"RC2","RO198","NJ320",TRUE
"RF4DG","KING GEORGE HOSPITAL","RF4",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RF4HP","PRIVATE HOSPITALS","RF4",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RF4QH","QUEEN'S HOSPITAL","RF4",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RFFAA","BARNSLEY HOSPITAL","RFF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","CJAAA",TRUE
"RFRPA","ROTHERHAM DISTRICT GENERAL HOSPITAL","RFR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","CLMPA",TRUE
"RFSDA","CHESTERFIELD ROYAL HOSPITAL","RFS",TRUE,TRUE,"Active",TRUE,"RC2","RO198","CABBF",TRUE
"RFW01","WEST MIDDLESEX UNIVERSITY HOSPITAL","RFW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","EJW01",TRUE
"RG101","MAIDSTONE HOSPITAL","RG1",TRUE,FALSE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RGD12","ST JAMES'S UNIVERSITY HOSPITAL","RGD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RGM21","ROYAL PAPWORTH HOSPITAL (PAPWORTH EVERARD)","RGM",TRUE,TRUE,"Active",TRUE,"RC2","RO198","DH221",TRUE
"RGM22","ROYAL PAPWORTH HOSPITAL","RGM",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RGN42","PETERBOROUGH DISTRICT HOSPITAL","RGN",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198","DP142",TRUE
"RGN80","PETERBOROUGH CITY HOSPITAL","RGN",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RGN90","HINCHINGBROOKE HOSPITAL","RGN",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RGP75","JAMES PAGET UNIVERSITY HOSPITAL","RGP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","DG175",TRUE
"RGQ02","THE IPSWICH HOSPITAL NHS TRUST","RGQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","DE102",TRUE
"RGR50","WEST SUFFOLK HOSPITAL","RGR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","DW150",TRUE
"RGT01","ADDENBROOKE'S HOSPITAL","RGT",TRUE,TRUE,"Active",TRUE,"RC2","RO198","DC101",TRUE
"RGT2X","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL","RGT",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RH5A8","MUSGROVE PARK HOSPITAL","RH5",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RH5O4","YEOVIL DISTRICT HOSPITAL","RH5",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RH801","ROYAL DEVON & EXETER HOSPITAL (WONFORD)","RH8",TRUE,TRUE,"Active",TRUE,"RC2","RO198","LE101",TRUE
"RH880","NORTH DEVON DISTRICT HOSPITAL","RH8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RH884","EXETER NUFFIELD HOSPITAL","RH8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHAGX","KINGS MILL HOSPITAL","RHA",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHALB","NOTTINGHAM CITY HOSPITAL","RHA",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RK6LB",TRUE
"RHARA","UNIVERSITY HOSPITAL","RHA",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RK6RA",TRUE
"RHM01","SOUTHAMPTON GENERAL HOSPITAL","RHM",TRUE,TRUE,"Active",TRUE,"RC2","RO198","JD101",TRUE
"RHM02","ROYAL SOUTH HANTS HOSPITAL","RHM",TRUE,TRUE,"Active",TRUE,"RC2","RO198","JD102",TRUE
"RHM38","LYMINGTON HOSPITAL (PERIPHERAL CLINIC)","RHM",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHM99","WINCHESTER HOSPITAL","RHM",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RHQAA","CLAREMONT HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHQAC","THORNBURY HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHQBN","BARNSLEY DISTRICT GENERAL HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHQCC","CHARLES CLIFFORD DENTAL HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCVEA",TRUE
"RHQDR","DONCASTER ROYAL INFIRMARY","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHQHH","ROYAL HALLAMSHIRE HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCVFA",TRUE
"RHQNG","NORTHERN GENERAL HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCVFN",TRUE
"RHQRT","ROTHERHAM DISTRICT GENERAL HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RHQWP","WESTON PARK HOSPITAL","RHQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCVWP",TRUE
"RHU02","ST MARY'S HOSPITAL","RHU",TRUE,TRUE,"Active",TRUE,"RC2","RO198","JC102",TRUE
"RHU03","QUEEN ALEXANDRA HOSPITAL","RHU",TRUE,TRUE,"Active",TRUE,"RC2","RO198","JC103",TRUE
"RHW01","ROYAL BERKSHIRE HOSPITAL","RHW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","KW101",TRUE
"RHW05","WEST BERKSHIRE COMMUNITY HOSPITAL","RHW",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RHW24","CAPIO READING HOSPITAL","RHW",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RHW37","ROYAL BERKSHIRE BRACKNELL HEALTHSPACE","RHW",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RJ100","GUY'S AND ST THOMAS' HOSPITALS","RJ1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJ121","GUY'S HOSPITAL","RJ1",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RAV01",TRUE
"RJ122","ST THOMAS' HOSPITAL","RJ1",TRUE,TRUE,"Active",TRUE,"RC2","RO198","GN101",TRUE
"RJ128","KING'S COLLEGE HOSPITAL (DENMARK HILL)","RJ1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJ182","ROYAL BROMPTON HOSPITAL","RJ1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJ224","UNIVERSITY HOSPITAL LEWISHAM","RJ2",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RAV04",TRUE
"RJ231","QUEEN ELIZABETH HOSPITAL","RJ2",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJ250","KING'S COLLEGE HOSPITAL","RJ2",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJ611","CROYDON UNIVERSITY HOSPITAL","RJ6",TRUE,TRUE,"Active",TRUE,"RC2","RO198","HCA11",TRUE
"RJ701","ST GEORGE'S HOSPITAL (TOOTING)","RJ7",TRUE,TRUE,"Active",TRUE,"RC2","RO198","HGA01",TRUE
"RJ731","ST GEORGES AT QUEEN MARY'S HOSPITAL","RJ7",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJC02","WARWICK HOSPITAL","RJC",TRUE,TRUE,"Active",TRUE,"RC2","RO198","ML102",TRUE
"RJC13","GASTROENTEROLOGY CLINIC (WARWICK HOSPITAL)","RJC",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJC1V","NUFFIELD WARWICKSHIRE HOSPITAL","RJC",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJE01","ROYAL STOKE UNIVERSITY HOSPITAL","RJE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MG101",TRUE
"RJE09","COUNTY HOSPITAL","RJE",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJE52","ROYAL SHREWSBURY HOSPITAL","RJE",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJF02","QUEEN'S HOSPITAL, BURTON UPON TRENT","RJF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MH102",TRUE
"RJL30","DIANA, PRINCESS OF WALES HOSPITAL","RJL",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RF630",TRUE
"RJL31","GOOLE & DISTRICT HOSPITAL (ACUTE)","RJL",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RF731",TRUE
"RJL32","SCUNTHORPE GENERAL HOSPITAL","RJL",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RF732",TRUE
"RJL79","PILGRIM HOSPITAL","RJL",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJN71","MACCLESFIELD DISTRICT GENERAL HOSPITAL","RJN",TRUE,TRUE,"Active",TRUE,"RC2","RO198","ND171",TRUE
"RJR05","COUNTESS OF CHESTER HOSPITAL","RJR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","NA105",TRUE
"RJZ01","KING'S COLLEGE HOSPITAL (DENMARK HILL)","RJZ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","GP101",TRUE
"RJZ30","PRINCESS ROYAL UNIVERSITY HOSPITAL","RJZ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJZ31","KINGS @BECKENHAM BEACON","RJZ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RJZ33","KINGS COLLEGE DENTAL HOSPITAL","RJZ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","GP133",TRUE
"RK5BC","KING'S MILL HOSPITAL","RK5",TRUE,TRUE,"Active",TRUE,"RC2","RO198","CGCBC",TRUE
"RK5HP","NEWARK HOSPITAL","RK5",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RFJHP",TRUE
"RK950","DERRIFORD HOSPITAL","RK9",TRUE,TRUE,"Active",TRUE,"RC2","RO198","LG150",TRUE
"RKB01","UNIVERSITY HOSPITAL (COVENTRY)","RKB",TRUE,TRUE,"Active",TRUE,"RC2","RO198","REL01",TRUE
"RKB02","COVENTRY CITY CENTRE HEALTH FACILITY","RKB",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MS202",TRUE
"RKEQ4","THE WHITTINGTON HOSPITAL","RKE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","FBGQ4",TRUE
"RL120","THE CHRISTIE NHS FOUNDATION TRUST","RL1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RL131","ROBERT JONES & AGNES HUNT ORTHOPAEDIC HOSPITAL","RL1",TRUE,TRUE,"Active",TRUE,"RC2","RO198","ME231",TRUE
"RL401",NA,"RL4",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RL403","NEW CROSS HOSPITAL","RL4",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MX103",TRUE
"RL4TC","CANNOCK CHASE HOSPITAL","RL4",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RLNDU","UNIVERSITY HOSPITAL OF NORTH DURHAM","RLN",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RLNGL","SUNDERLAND ROYAL HOSPITAL","RLN",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198","AT4GL",TRUE
"RLQ01","HEREFORD COUNTY HOSPITAL","RLQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MB101",TRUE
"RLT01","GEORGE ELIOT HOSPITAL - ACUTE SERVICES","RLT",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MK101",TRUE
"RM102","NORFOLK & NORWICH UNIVERSITY HOSPITAL","RM1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RM108","JAMES PAGET HOSPITAL","RM1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RM114","QUEEN ELIZABETH HOSPITAL","RM1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RM301","SALFORD ROYAL","RM3",TRUE,TRUE,"Active",TRUE,"RC2","RO198","PR102",TRUE
"RM315","FAIRFIELD GENERAL HOSPITAL","RM3",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RM316","ROCHDALE INFIRMARY","RM3",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RM317","ROYAL OLDHAM HOSPITAL","RM3",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RMC01","ROYAL BOLTON HOSPITAL","RMC",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RMC00",TRUE
"RMP01","TAMESIDE GENERAL HOSPITAL","RMP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","PT101",TRUE
"RMY83","JAMES PAGET HOSPITAL","RMY",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RN325","THE GREAT WESTERN HOSPITAL","RN3",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RN311",TRUE
"RN3JG","RIDGEWAY HOSPITAL","RN3",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RN501","NORTH HAMPSHIRE HOSPITAL (PARKLANDS) PAEDIATRIC OUTPATIENTS","RN5",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RN506","BASINGSTOKE AND NORTH HAMPSHIRE HOSPITAL","RN5",TRUE,TRUE,"Active",TRUE,"RC2","RO198","JF106",TRUE
"RN541","ROYAL HAMPSHIRE COUNTY HOSPITAL","RN5",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RN707","DARENT VALLEY HOSPITAL","RN7",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RN703",TRUE
"RN7QM","QUEEN MARY'S HOSPITAL SIDCUP","RN7",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RNA01","RUSSELLS HALL HOSPITAL","RNA",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MT401",TRUE
"RNLAY","CUMBERLAND INFIRMARY","RNL",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RLGAY",TRUE
"RNLBX","WEST CUMBERLAND HOSPITAL","RNL",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RE7BX",TRUE
"RNN42","WORKINGTON COMMUNITY HOSPITAL","RNN",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RNN62","CUMBERLAND INFIRMARY","RNN",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RNNBX","WEST CUMBERLAND HOSPITAL","RNN",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RE7BX",TRUE
"RNPFC","NEWCASTLE GENERAL HOSPITAL","RNP",TRUE,FALSE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RNQ51","KETTERING GENERAL HOSPITAL","RNQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","KK151",TRUE
"RNS01","NORTHAMPTON GENERAL HOSPITAL (ACUTE)","RNS",TRUE,TRUE,"Active",TRUE,"RC2","RO198","KN101",TRUE
"RNS9M","BLAKELANDS HOSPITAL","RNS",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RNZ00","SALISBURY HEALTH CARE NHS TRUST","RNZ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RNZ02","SALISBURY DISTRICT HOSPITAL","RNZ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","JG102",TRUE
"RNZ63","THE RIDGEWAY HOSPITAL","RNZ",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RP1M4","NORTHAMPTON GENERAL HOSPITAL","RP1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RP415","THE ROYAL LONDON HOSPITAL","RP4",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RP5BA","BASSETLAW HOSPITAL","RP5",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCPAA",TRUE
"RP5DR","DONCASTER ROYAL INFIRMARY","RP5",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RAG01",TRUE
"RPA02","MEDWAY MARITIME HOSPITAL","RPA",TRUE,TRUE,"Active",TRUE,"RC2","RO198","GH102",TRUE
"RPA27","MAIDSTONE HOSPITAL","RPA",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RPA29","SITTINGBOURNE HOSPITAL","RPA",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RPA82","PRACTICE PLUS GROUP - SURGICAL CARE - GILLINGHAM","RPA",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RPC04","QUEEN VICTORIA HOSPITAL (EAST GRINSTEAD)","RPC",TRUE,TRUE,"Active",TRUE,"RC2","RO198","GJ204",TRUE
"RPC15","MAIDSTONE DISTRICT GENERAL HOSPITAL","RPC",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RPY01","THE ROYAL MARSDEN HOSPITAL (LONDON)","RPY",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RPY02","THE ROYAL MARSDEN HOSPITAL (SURREY)","RPY",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RPY03","THE ROYAL MARSDEN HOSPITAL (KINGSTON)","RPY",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQ301","BIRMINGHAM CHILDREN'S HOSPITAL","RQ3",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RRK01",TRUE
"RQ606","RENACRES HALL","RQ6",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQ617","THE ROYAL LIVERPOOL UNIVERSITY HOSPITAL","RQ6",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RBM17",TRUE
"RQ623","THE WALTON CENTRE FOR NEUROLOGY AND NEUROSURGERY","RQ6",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQ8L0","BROOMFIELD HOSPITAL","RQ8",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQ8H2",TRUE
"RQ8TP","ST MARGARET'S HOSPITAL","RQ8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQM01","CHELSEA & WESTMINSTER HOSPITAL","RQM",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQM91","WEST MIDDLESEX UNIVERSITY HOSPITAL","RQM",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQMD3","WEST MIDDLESEX HOSPITAL - GENERAL","RQM",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQN01","CHARING CROSS HOSPITAL","RQN",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RQWG0","PRINCESS ALEXANDRA HOSPITAL","RQW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","FBSG0",TRUE
"RQX00",NA,"RQX",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RQXM1","HOMERTON UNIVERSITY HOSPITAL","RQX",TRUE,TRUE,"Active",TRUE,"RC2","RO198","FBRM1",TRUE
"RR101","HEARTLANDS HOSPITAL","RR1",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RJH04",TRUE
"RR111","SANDWELL GENERAL HOSPITAL","RR1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RR115","CHELTENHAM GENERAL HOSPITAL","RR1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RR201","ST MARY'S HOSPITAL","RR2",TRUE,FALSE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RR700",NA,"RR7",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RR7EN","QUEEN ELIZABETH HOSPITAL","RR7",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RE2EN",TRUE
"RR801","LEEDS GENERAL INFIRMARY","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQS01",TRUE
"RR808","NUFFIELD HEALTH LEEDS HOSPITAL","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RR813","ST JAMES'S UNIVERSITY HOSPITAL","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQR13",TRUE
"RR814","SEACROFT HOSPITAL","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQR14",TRUE
"RR819","CHAPEL ALLERTON HOSPITAL","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQS19",TRUE
"RR842","BRADFORD ROYAL INFIRMARY","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RR855","HARROGATE DISTRICT HOSPITAL","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RR856","AIREDALE GENERAL HOSPITAL","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RR858","SCUNTHORPE GENERAL HOSPITAL","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RR898","LEEDS CHEST CLINIC","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQS98",TRUE
"RR8F2","CLINICAL ONCOLOGY SJUH","RR8",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRF01","LEIGH INFIRMARY","RRF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RJY01",TRUE
"RRF02","ROYAL ALBERT EDWARD INFIRMARY","RRF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RJY02",TRUE
"RRF53","WRIGHTINGTON HOSPITAL","RRF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","REY04",TRUE
"RRF54","THOMAS LINACRE OUTPATIENT CENTRE","RRF",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRF60","RENACRES HOSPITAL","RRF",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRJ05","ROYAL ORTHOPAEDIC HOSPITAL","RRJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MQ905",TRUE
"RRK02","QUEEN ELIZABETH HOSPITAL","RRK",TRUE,TRUE,"Active",TRUE,"RC2","RO198","MQ402",TRUE
"RRK15","QUEEN ELIZABETH HOSPITAL BIRMINGHAM","RRK",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRK97","HEARTLANDS HOSPITAL","RRK",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRK98","GOOD HOPE HOSPITAL","RRK",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRK99","SOLIHULL HOSPITAL","RRK",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRV00","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","RRV",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRV01","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST HQ","RRV",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRV03","UNIVERSITY COLLEGE HOSPITAL","RRV",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RRVCC","UCH MACMILLAN CANCER CENTRE","RRV",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RT205","STEPPING HILL HOSPITAL MENTAL HEALTH SERVICES","RT2",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RT301","HAREFIELD HOSPITAL","RT3",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198","RC503",TRUE
"RT302","ROYAL BROMPTON HOSPITAL","RT3",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198","RPX",TRUE
"RT7AU","YSBYTY GWYNEDD (NON PSYCHIATRIC)","RT7",TRUE,FALSE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RTD01","FREEMAN HOSPITAL","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RAB01",TRUE
"RTD02","THE ROYAL VICTORIA INFIRMARY","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCKEY",TRUE
"RTD06","NORTHERN CENTRE FOR CANCER CARE","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTDAX","SPIRE WASHINGTON HOSPITAL","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTDCG","CUMBERLAND INFIRMARY","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTDCP","UNIVERSITY HOSPITAL OF NORTH TEES","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTDDC","DARLINGTON MEMORIAL HOSPITAL","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTDDD","DRYBURN HOSPITAL","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTDFR","BMI WOODLANDS HOSPITAL","RTD",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTDZ1",NA,"RTD",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RTE01","CHELTENHAM GENERAL HOSPITAL","RTE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RH680",TRUE
"RTE03","GLOUCESTERSHIRE ROYAL HOSPITAL","RTE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RA503",TRUE
"RTE23","CIRENCESTER HOSPITAL","RTE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RH681",TRUE
"RTE26","STROUD GENERAL HOSPITAL","RTE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RA504",TRUE
"RTF3F","THE RUTHERFORD CANCER CENTRE NORTH EAST","RTF",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RTF86","NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL","RTF",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
